"","Iter","Placette","PlacetteID","Latitude","Longitude","Annee_Inventaire","Sup_PE","MCH","Residuel","Annee","Annee_Coupe","Temps","Temps_depuis_coupe","ntrt","origTreeID","ArbreID","Espece","GrEspece","Etat","Nombre","DHPcm","ST_m2","Hautm","Vol_dm3","Prod","Vig","Vigueur","ABCD","MSCR"
"29",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,NA,0,2025,NA,0,NA,0,40,29,"ERS","ERS","vivant",1,35.2,0.0973139740375975,17.618914077667,689.178109314861,"sciage","NONVIG",3,"C","C"
"30",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,NA,0,2025,NA,0,NA,0,114,30,"ERS","ERS","vivant",1,35.2,0.0973139740375975,17.5176611969103,685.106297790234,"sciage","NONVIG",3,"C","S"
"31",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,NA,0,2025,NA,0,NA,0,35,31,"ERS","ERS","vivant",1,35.7,0.100098210526841,18.1325751821827,729.841521126267,"sciage","ViG",1,"B","C"
"32",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,NA,0,2025,NA,0,NA,0,109,32,"ERS","ERS","vivant",1,35.7,0.100098210526841,17.0366181292696,685.700392447927,"sciage","ViG",1,"B","R"
"33",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,NA,0,2025,NA,0,NA,0,183,33,"ERS","ERS","vivant",1,35.7,0.100098210526841,17.3595118300759,698.649710248892,"sciage","ViG",1,"C","R"
"34",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,NA,0,2025,NA,0,NA,0,61,34,"ERS","ERS","vivant",1,37.4,0.109858353503381,16.7453568870925,740.949408830121,"sciage","NONVIG",3,"C","M"
"35",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,NA,0,2025,NA,0,NA,0,135,35,"ERS","ERS","vivant",1,37.4,0.109858353503381,16.0299159177464,709.240723141594,"sciage","NONVIG",3,"B","S"
"36",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,NA,0,2025,NA,0,NA,0,21,36,"ERS","ERS","vivant",1,38.1,0.114009182796937,19.5115228839383,896.277494240781,"sciage","ViG",1,"B","R"
"37",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,NA,0,2025,NA,0,NA,0,95,37,"ERS","ERS","vivant",1,38.1,0.114009182796937,20.8319259311253,956.883421010334,"sciage","ViG",1,"B","R"
"38",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,NA,0,2025,NA,0,NA,0,169,38,"ERS","ERS","vivant",1,38.1,0.114009182796937,15.6245935762421,717.704352405092,"sciage","ViG",1,"B","R"
"39",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,NA,0,2025,NA,0,NA,0,62,39,"ERS","ERS","vivant",1,38.4,0.115811671581934,16.2222278197452,757.006763523506,"sciage","NONVIG",3,"C","M"
"40",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,NA,0,2025,NA,0,NA,0,136,40,"ERS","ERS","vivant",1,38.4,0.115811671581934,18.9002277411045,882.044910137286,"sciage","NONVIG",3,"B","M"
"41",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,NA,0,2025,NA,0,NA,0,6,41,"ERS","ERS","vivant",1,40.7,0.130100420368624,13.7044294255104,719.689546746549,"sciage","ViG",1,"A","R"
"42",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,NA,0,2025,NA,0,NA,0,80,42,"ERS","ERS","vivant",1,40.7,0.130100420368624,18.3225403296949,962.050309278793,"sciage","ViG",1,"B","R"
"43",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,NA,0,2025,NA,0,NA,0,154,43,"ERS","ERS","vivant",1,40.7,0.130100420368624,16.4201575887797,862.262413652027,"sciage","ViG",1,"C","R"
"44",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,NA,0,2025,NA,0,NA,0,45,44,"ERS","ERS","vivant",1,50.3,0.198712803923025,17.5310673014139,1410.96417568331,"sciage","ViG",1,"C","C"
"45",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,NA,0,2025,NA,0,NA,0,119,45,"ERS","ERS","vivant",1,50.3,0.198712803923025,21.4571122894509,1726.93400446632,"sciage","ViG",1,"B","C"
"46",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,NA,0,2025,NA,0,NA,0,15,46,"HEG","HEG","vivant",1,9.6,0.00723822947387088,12.2599460195108,18.7240641322247,"pate","NONVIG",4,"","S"
"47",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,NA,0,2025,NA,0,NA,0,89,47,"HEG","HEG","vivant",1,9.6,0.00723822947387088,8.56363711284721,13.0556667062497,"pate","NONVIG",4,"","M"
"48",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,NA,0,2025,NA,0,NA,0,163,48,"HEG","HEG","vivant",1,9.6,0.00723822947387088,11.6251026615173,17.5268618932274,"pate","NONVIG",4,"","M"
"49",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,NA,0,2025,NA,0,NA,0,55,49,"HEG","HEG","vivant",1,9.9,0.00769768739945839,11.7748839397546,21.017583500765,"pate","ViG",2,"","R"
"50",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,NA,0,2025,NA,0,NA,0,129,50,"HEG","HEG","vivant",1,9.9,0.00769768739945839,8.8728653414838,15.8206641610414,"pate","ViG",2,"","C"
"51",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,NA,0,2025,NA,0,NA,0,26,51,"HEG","HEG","vivant",1,12.3,0.01188228881404,12.2017555547998,47.7301428909981,"pate","ViG",2,"","C"
"52",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,NA,0,2025,NA,0,NA,0,100,52,"HEG","HEG","vivant",1,12.3,0.01188228881404,14.4051660925084,56.4281355925142,"pate","ViG",2,"","C"
"53",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,NA,0,2025,NA,0,NA,0,174,53,"HEG","HEG","vivant",1,12.3,0.01188228881404,12.0352696906415,47.2783450119924,"pate","ViG",2,"","C"
"54",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,NA,0,2025,NA,0,NA,0,56,54,"HEG","HEG","vivant",1,13.1,0.0134782178820636,12.3871413892774,58.1822862403566,"pate","ViG",2,"","R"
"55",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,NA,0,2025,NA,0,NA,0,130,55,"HEG","HEG","vivant",1,13.1,0.0134782178820636,13.4304452681235,63.1945002566051,"pate","ViG",2,"","C"
"56",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,NA,0,2025,NA,0,NA,0,13,56,"HEG","HEG","vivant",1,14.2,0.0158367685667461,12.6672939372397,73.8824934953836,"pate","NONVIG",4,"","M"
"57",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,NA,0,2025,NA,0,NA,0,87,57,"HEG","HEG","vivant",1,14.2,0.0158367685667461,17.8906145130446,104.4585549648,"pate","NONVIG",4,"","M"
"58",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,NA,0,2025,NA,0,NA,0,161,58,"HEG","HEG","vivant",1,14.2,0.0158367685667461,15.3098530073772,89.2311497236266,"pate","NONVIG",4,"","S"
"59",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,NA,0,2025,NA,0,NA,0,64,59,"HEG","HEG","vivant",1,14.8,0.0172033613710577,14.1489919413577,91.7706916377186,"sciage","ViG",1,"","C"
"60",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,NA,0,2025,NA,0,NA,0,138,60,"HEG","HEG","vivant",1,14.8,0.0172033613710577,12.0037599715795,77.7629651092577,"sciage","ViG",1,"","R"
"61",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,NA,0,2025,NA,0,NA,0,22,61,"HEG","HEG","vivant",1,16.8,0.0221670777637296,14.4608906372787,127.125590074804,"sciage","ViG",1,"","R"
"62",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,NA,0,2025,NA,0,NA,0,96,62,"HEG","HEG","vivant",1,16.8,0.0221670777637296,13.1291026989761,115.627693039902,"sciage","ViG",1,"","R"
"63",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,NA,0,2025,NA,0,NA,0,170,63,"HEG","HEG","vivant",1,16.8,0.0221670777637296,15.1064433396055,132.737766223989,"sciage","ViG",1,"","R"
"64",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,NA,0,2025,NA,0,NA,0,68,64,"HEG","HEG","vivant",1,18.5,0.0268802521422777,18.7484501594295,205.057870978427,"pate","NONVIG",4,"","S"
"65",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,NA,0,2025,NA,0,NA,0,142,65,"HEG","HEG","vivant",1,18.5,0.0268802521422777,17.6356196626233,193.046311455145,"pate","NONVIG",4,"","M"
"66",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,NA,0,2025,NA,0,NA,0,32,66,"HEG","HEG","vivant",1,19.6,0.0301718558450764,20.5053888452224,255.071968342957,"pate","ViG",2,"","R"
"67",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,NA,0,2025,NA,0,NA,0,106,67,"HEG","HEG","vivant",1,19.6,0.0301718558450764,18.0651227977865,224.835693788274,"pate","ViG",2,"","R"
"68",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,NA,0,2025,NA,0,NA,0,180,68,"HEG","HEG","vivant",1,19.6,0.0301718558450764,17.8675673654717,222.272258861645,"pate","ViG",2,"","C"
"69",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,NA,0,2025,NA,0,NA,0,54,69,"HEG","HEG","vivant",1,19.9,0.0311025526687023,17.7810972421158,228.843638191415,"pate","NONVIG",4,"","M"
"70",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,NA,0,2025,NA,0,NA,0,128,70,"HEG","HEG","vivant",1,19.9,0.0311025526687023,16.3301604695465,210.129661671411,"pate","NONVIG",4,"","S"
"71",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,NA,0,2025,NA,0,NA,0,2,71,"HEG","HEG","vivant",1,22.1,0.0383596316984948,17.4407155162425,281.308849642392,"pate","ViG",2,"","C"
"72",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,NA,0,2025,NA,0,NA,0,76,72,"HEG","HEG","vivant",1,22.1,0.0383596316984948,18.7262164068162,302.061569799138,"pate","ViG",2,"","R"
"73",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,NA,0,2025,NA,0,NA,0,150,73,"HEG","HEG","vivant",1,22.1,0.0383596316984948,15.317742406767,247.147440432623,"pate","ViG",2,"","R"
"74",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,NA,0,2025,NA,0,NA,0,73,74,"HEG","HEG","vivant",1,22.2,0.0387075630848798,16.4965360222702,268.651924926708,"pate","NONVIG",4,"","S"
"75",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,NA,0,2025,NA,0,NA,0,147,75,"HEG","HEG","vivant",1,22.2,0.0387075630848798,22.0704501652551,359.398236952597,"pate","NONVIG",4,"","M"
"76",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,NA,0,2025,NA,0,NA,0,23,76,"HEG","HEG","vivant",1,22.7,0.0404707819617071,21.065868722884,359.757631012946,"pate","NONVIG",4,"","M"
"77",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,NA,0,2025,NA,0,NA,0,97,77,"HEG","HEG","vivant",1,22.7,0.0404707819617071,18.6470388384604,318.541823595661,"pate","NONVIG",4,"","M"
"78",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,NA,0,2025,NA,0,NA,0,171,78,"HEG","HEG","vivant",1,22.7,0.0404707819617071,21.7923945914989,372.084295113412,"pate","NONVIG",4,"","M"
"79",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,NA,0,2025,NA,0,NA,0,51,79,"HEG","HEG","vivant",1,25.5,0.0510705155749191,16.6344707547,362.760026337516,"sciage","ViG",1,"C","R"
"80",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,NA,0,2025,NA,0,NA,0,125,80,"HEG","HEG","vivant",1,25.5,0.0510705155749191,17.6032368614851,384.252267024675,"sciage","ViG",1,"C","C"
"81",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,NA,0,2025,NA,0,NA,0,9,81,"HEG","HEG","vivant",1,27.1,0.057680426518072,21.7206673852561,537.648385035094,"pate","ViG",2,"D","R"
"82",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,NA,0,2025,NA,0,NA,0,83,82,"HEG","HEG","vivant",1,27.1,0.057680426518072,15.0983140076511,373.686345288794,"pate","ViG",2,"D","C"
"83",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,NA,0,2025,NA,0,NA,0,157,83,"HEG","HEG","vivant",1,27.1,0.057680426518072,17.0959565949278,423.166233216519,"pate","ViG",2,"D","C"
"84",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,NA,0,2025,NA,0,NA,0,71,84,"HEG","HEG","vivant",1,27.5,0.059395736106932,22.1373177363851,564.882684006635,"pate","NONVIG",4,"D","M"
"85",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,NA,0,2025,NA,0,NA,0,145,85,"HEG","HEG","vivant",1,27.5,0.059395736106932,17.7836838222335,454.016433510144,"pate","NONVIG",4,"D","M"
"86",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,NA,0,2025,NA,0,NA,0,30,86,"HEG","HEG","vivant",1,29,0.0660519855417254,21.5945121211723,614.966856842018,"sciage","ViG",1,"C","R"
"87",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,NA,0,2025,NA,0,NA,0,104,87,"HEG","HEG","vivant",1,29,0.0660519855417254,18.6715097295843,531.750141080481,"sciage","ViG",1,"C","C"
"88",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,NA,0,2025,NA,0,NA,0,178,88,"HEG","HEG","vivant",1,29,0.0660519855417254,20.1279245375935,573.118198241609,"sciage","ViG",1,"C","C"
"89",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,NA,0,2025,NA,0,NA,0,53,89,"HEG","HEG","vivant",1,33.7,0.0891968840188848,19.5926802578912,758.578327331338,"pate","ViG",2,"D","R"
"90",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,NA,0,2025,NA,0,NA,0,127,90,"HEG","HEG","vivant",1,33.7,0.0891968840188848,24.1605909027393,935.409474521559,"pate","ViG",2,"C","C"
"91",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,NA,0,2025,NA,0,NA,0,7,91,"HEG","HEG","vivant",1,37.3,0.109271661075324,23.2626865523467,1107.08737476914,"sciage","NONVIG",3,"D","M"
"92",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,NA,0,2025,NA,0,NA,0,81,92,"HEG","HEG","vivant",1,37.3,0.109271661075324,23.22118515654,1104.98487225876,"sciage","NONVIG",3,"C","S"
"93",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,NA,0,2025,NA,0,NA,0,155,93,"HEG","HEG","vivant",1,37.3,0.109271661075324,25.2963306724349,1203.61348052632,"sciage","NONVIG",3,"C","M"
"94",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,0,0,2030,NA,5,NA,0,12,1,"ERS","ERS","vivant",1,10.8,0.00916088417786784,10.1320818831824,22.7458509103444,"pate","NONVIG",4,NA,"M"
"95",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,0,0,2030,NA,5,NA,0,86,2,"ERS","ERS","vivant",1,11.3,0.010028749148422,13.6258080634187,36.2475860722558,"pate","NONVIG",4,NA,"M"
"96",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,0,0,2030,NA,5,NA,0,160,3,"ERS","ERS","vivant",1,11,0.00950331777710912,6.66081393276535,15.8586620824709,"pate","NONVIG",4,NA,"M"
"97",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,0,0,2030,NA,5,NA,0,41,4,"ERS","ERS","vivant",1,11.9,0.0111220233918713,11.5492017129668,36.7645856599917,"pate","ViG",2,NA,"R"
"98",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,0,0,2030,NA,5,NA,0,115,5,"ERS","ERS","vivant",1,13.3,0.0138929081123375,12.268690273064,54.5951540064566,"pate","ViG",2,NA,"R"
"99",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,0,0,2030,NA,5,NA,0,1,6,"ERS","ERS","vivant",1,19.9,0.0311025526687023,13.744846013617,162.803343438882,"pate","NONVIG",4,NA,"S"
"100",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,0,0,2030,NA,5,NA,0,75,7,"ERS","ERS","vivant",1,18.8,0.0277591126871194,14.0335510583433,146.425253023136,"pate","NONVIG",4,NA,"C"
"101",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,0,0,2030,NA,5,NA,0,149,8,"ERS","ERS","mort",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,0,0,2030,NA,5,NA,0,65,9,"ERS","ERS","vivant",1,21.7,0.0369836141162224,15.2871758785467,218.567182541666,"sciage","ViG",1,NA,"S"
"103",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,0,0,2030,NA,5,NA,0,139,10,"ERS","ERS","vivant",1,21.3,0.0356327292751788,16.0690235940632,220.747740536845,"sciage","ViG",1,NA,"R"
"104",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,0,0,2030,NA,5,NA,0,5,11,"ERS","ERS","mort",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,0,0,2030,NA,5,NA,0,79,12,"ERS","ERS","vivant",1,22,0.0380132711084365,18.9714065561454,279.352119167327,"pate","NONVIG",4,NA,"M"
"106",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,0,0,2030,NA,5,NA,0,153,13,"ERS","ERS","vivant",1,22.3,0.0390570652675917,15.1861626906177,230.343626663874,"pate","NONVIG",4,NA,"M"
"107",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,0,0,2030,NA,5,NA,0,57,14,"ERS","ERS","vivant",1,26.1,0.0535021082887976,16.9698911243416,358.873866003299,"sciage","ViG",1,"C","R"
"108",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,0,0,2030,NA,5,NA,0,131,15,"ERS","ERS","vivant",1,25.4,0.0506707479097498,18.4835646302384,369.214368527708,"sciage","ViG",1,"C","R"
"109",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,0,0,2030,NA,5,NA,0,33,16,"ERS","ERS","vivant",1,26.8,0.0564104376878583,18.4902060921537,413.037238938243,"sciage","ViG",1,"C","C"
"110",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,0,0,2030,NA,5,NA,0,107,17,"ERS","ERS","vivant",1,25.8,0.0522792433483877,15.2257000244391,314.265266501104,"sciage","NONVIG",3,"C","M"
"111",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,0,0,2030,NA,5,NA,0,181,18,"ERS","ERS","vivant",1,26.5,0.0551545860245858,14.5379500704346,317.168789561533,"sciage","ViG",1,"C","R"
"112",1,"TEM23APC5000","TEM23APC5000_1",46.7,-75,2025,0.25,0,0,2030,NA,5,NA,0,74,19,"ERS","ERS","vivant",1,29.9,0.0702153812058953,17.1672944236823,481.013492227638,"sciage","ViG",1,"C","R"
